Teks;Kelas
kabar gembira untuk Sobat IKM di seluruh Indonesia! Inkubator Bisnis Kreatif (CBI) hadir di tahun 2021 Kembangkan bisnismu dengan mengikuti pelatihan CBI dari BCIC CBI merupakan wadah pengembangan usaha melalui inkubator bisnis bagi Sobat IKM di bidang kriya dan fesyen untuk berbagi dan mendapatkan wawasan, inspirasi, serta ide ide bisnis dengan arahan dari para mentor profesional yang sudah berpengalaman Jadi jangan lewatkan kesempatan ini, daftarkan diri dan bisnismu segera ke website bcic ikmnet atau dengan menghubungi Narahubung yang tertera! Info lebih lanjut, hubungi @bcicofficial;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Bogor, Semarang dan Sukoharjo Simak postingan ini ya  Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya Sampai jumpa di Bogor, Semarang dan Sukoharjo ya sobat kreatif ;Kabar Insan Oke 
BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “E plore Business Idea & Insight in Digital Health Industry” yang menghadirkan Narasumber yaitu “Nova Ariyanto Jono” yang merupakan Co  Founder sekaligus CEO dari Psikologimu dan “Made Dwi Putra Wijaya” yang merupakan Koordinator dari BDI Denpasar Business Incubator Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini : ;Inbis Tohpati
Selamat kepada peserta terpilih Tohpati Talent Camp Kelas UI/U  Design Bagi yang belum lolos jangan berkecil hati ya;Inbis Tohpati
PON    Papua 2021 telah resmi ditutup dengan sukses pada 15 Oktober 2021 Seluruh kontingen dari penjuru nusantara telah bertanding dengan penuh integritas dan sportivitas Selamat kepada Prov Jawa Barat yang telah resmi menjadi juara umum pada perhelatan PON kali ini dengan membawa 133 medali emas, 105 medali perak, dan 115 medali perunggu Selamat untuk kesuksesan terselenggaranya PON    Papua 2021 Sampai jumpa pada perhelatan PON   I Aceh Sumatera Utara 2024;Kabar Insan Oke 
Memasuki era industri 40, Internet of Things (IoT) menjadi hal yang lumrah untuk dijumpai dalam kehidupan sehari hari dimana perangkat elektronik dapat diintegrasikan dan dihubungkan satu sama lain dengan menggunakan internet Salah satu contoh aplikasi IoT yaitu rumah pintar, dimana alat alat elektronik di dalamnya seperti lampu dapat menyala sendiri ketika gelap, AC dan TV yang dapat terhubung dengan ponsel pintar, serta masih banyak contoh lainnya Balai Diklat Industri Denpasar melalui Inbis Tohpati menyelenggarakan Kelas Internet of Things (IoT) yang diselenggarakan pada tanggal 23 sd 27 Agustus 2021 dan diikuti oleh 20 orang peserta Melalui kelas ini, para peserta diajarkan mengenai tentang dasar dasar IoT, bagaimana merakit alat sensor suhu dan kelembaban, serta membuat program dasar Arduino IDE Selain itu, para peserta juga diajak untuk merancang aplikasi IoT monitoring online dengan menggunakan aplikasi Blyink dan web server Pada akhir kelas, peserta akan mempresentasikan produk IoT yang telah dibuat;Kabar Insan Oke 
Selamat Tahun Baru Imlek Semoga tahun baru ini dipenuhi dengan kebahagiaan, kemakmuran dan keberuntungan bagi kita semua ;Kabar Insan Oke 
Selamat Ulang Tahun, ibu Kepala Balai Diklat Industri Denpasar Zya Labiba Semoga selalu diberikan keberkahan, kebahagiaan, serta kekuatan dalam memimpin BDI Denpasar agar dapat terus berkembang dan lebih baik lagi ke depannya;Kabar Insan Oke 
Beberapa waktu lalu, Balai Diklat Industri (BDI) Denpasar telah melakukan penjajakan kerjasama ke Asosiasi Internet of Things Indonesia (Asioti) di Jakarta Dalam kunjungan ke Asioti, BDI Denpasar yang diwakili oleh Bapak I Made Artana dan tim disambut oleh Ketua Umum Asioti Bapak Teguh Prasetya, Sekretaris Jenderal Asioti Ibu Fita Indah Maulani, serta Kepala Bidang Perangkat dan Sensor Asioti Bapak Guruh Ariyanto Pada pertemuan tersebut, dibahas beberapa hal terkait skema kerjasama yang dapat dilakukan antara BDI Denpasar dengan Asioti serta perkembangan industri Internet of Things (IoT) di Indonesia saat ini;Kabar Insan Oke 
Hari Antikorupsi Sedunia yang diperingati pada hari ini mengambil tema “Satu Padu Bangun Budaya Antikorupsi” Untuk membangun bangsa Indonesia yang semakin bersih, mari kita bersama sama sebagai elemen dari masyarakat bersatu padu bersama sama membudayakan sikap anti terhadap korupsi sejak dini Bisa dimulai dari hal hal kecil di sekitar kita;Kabar Insan Oke 
UI (User Interface) dan U  (User E perience) merupakan dua hal yang berhubungan dengan tampilan sebuah aplikasi maupun website agar dapat mudah digunakan oleh pengguna (user) Seorang UI/U  designer yang baik harus dapat mendesain bagaimana agar suatu website, apps maupun platform lain yang sedang dikembangkan dapat lebih mudah digunakan oleh user/manusia dari tampilan (interface) yang disuguhkan Pada tanggal 30 Agustus sd 4 September 2021 yang lalu, Balai Diklat Industri Denpasar melalui Inkubator Bisnis Tohpati telah menyelenggarakan Tohpati Talent Camp: Kelas Workshop UI/U  Design yang diikuti oleh 20 (dua puluh) orang peserta Pada kelas tersebut, para peserta diajarkan berbagai materi mengenai UI/U  Design Thinking, Persona – Emphaty Map, serta Define and Ideation Selain itu, para peserta juga diajak untuk memahami mengenai UI Elements and Atomic Design System, dan Heuristic UI/U  Writing Pada akhir kegiatan, para peserta diajak untuk melakukan tes dan evaluasi dari desain yang telah dirancang;Inbis Tohpati
Anak anak merupakan penerus generasi bangsa di masa mendatang Anak anak yang sehat, cerdas, serta berakhlak mulia akan memberikan pondasi yang kuat untuk pembangunan bangsa SiGemas atau Si Generasi Emas yang merupakan salah satu start up di bawah binaan Inkubasi Bisnis Tohpati, BDI Denpasar telah melakukan launching platform SiGemas pada Jumat, 20 Agustus 2021 yang lalu Pada platform ini, para orangtua maupun calon orangtua dapat mengunduh berbagai bahan ajar untuk pendidikan anak usia dini Menjadi orangtua memang tidak ada pendidikan formalnya Namun, para orangtua dan calon orangtua dapat menggali berbagai ilmu tentang parenting dari berbagai sumber terpercaya, termasuk melalui platform hasil karya start up binaan Inbis Tohpati – BDI Denpasar, SiGemas ini Bagi yang ingin mengetahui lebih lanjut tentang SiGemas, langsung follow akun Instagram nya di @sigemasofficial;Inbis Tohpati
Suatu organisasi dapat berjalan dengan baik untuk mencapai tujuannya apabila didukung oleh manajemen yang telah bekerja dengan tepat dan sesuai Manajemen merupakan bagian terpenting dalam suatu organisasi, yang bertugas dalam melakukan perencanaan, pengorganisasian, pelaksanaan dan pengawasan terhadap sumber daya yang dimiliki Dalam rangka memastikan bahwa manajemen telah berjalan dengan efektif dan efisien, Balai Diklat Industri (BDI) Denpasar melaksanakan Rapat Tinjauan Manajemen (RTM) yang berlangsung pada tanggal 27 sd 29 Oktober 2021 Kegiatan ini dihadiri oleh seluruh jajaran manajemen beserta pegawai BDI Denpasar Harapannya dengan adanya RTM ini, program kerja BDI Denpasar dapat berjalan sesuai yang diharapkan pada tahun tahun mendatang;Kabar Insan Oke 
Workshop Kerajinan Bambu dan Sosial Media Marketing, Pembuatan lampu dari bamboo, Pengembangan desain produk, Social Media Marketing Tanggal: Kamis – Jumat / 10 – 11 Juni 2021 Ja: 0800 – 1600 WITA Lokasi  : BIKIN MAkerspace BDI Denpasar;Pengumuman
Simak postingan ini untuk tahu lebih lanjut apa aja manfaat yang bisa sobat kreatif dapatkan ya!;Kabar Insan Oke 
Pada Selasa (14/10) kemarin, Kepala Badan Pengembangan Sumber Daya Manusia Industri (BPSDMI) Kementerian Perindustrian Bapak Arus Gunawan beserta tim melakukan kunjungan kerja ke Balai Diklat Industri (BDI) Denpasar Pada kunjungan kerja kali ini, beliau didampingi oleh Staf Khusus Menteri Perindustrian Bapak Achmad Sigit Dwiwahjono, Kepala Pusat Pendidikan dan Pelatihan SDM Industri Bapak Tirta Wisnu Permana, beserta Sekretaris BPSDMI Bapak Yedi Sabaryadi Dalam kunjungan ini, beliau melakukan tinjauan terhadap fasilitas dan pelayanan yang menjadi tugas pokok dan fungsi dari BDI Denpasar Selain itu, beliau juga berpesan agar dapat meningkatkan dan memperluas kerjasama dengan berbagai pihak demi kemajuan BDI Denpasar ke depannya;Kabar Insan Oke 
Hallo, Sobat KreatifBalai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan Januari lalu, predikat “Employee of the Month BDI Denpasar Januari 2022” diberikan kepada Gede Suta Wiguna Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Pada tanggal 29 30 September 2021 kemarin, Balai Diklat Industri (BDI) Denpasar telah menyelenggarakan Workshop Product Photography and Social Media Marketing Pada workshop kali ini, BDI Denpasar berkesempatan untuk dapat berkolaborasi dengan Sekolah Luar Biasa Negeri (SLBN) 2 Denpasar serta Komunitas Rumah Bisabilitas Dalam workshop ini, sebanyak 20 orang peserta dari teman teman difabel diajarkan mengenai dasar dasar fotografi produk dan makanan Selain itu, para peserta juga diajak untuk bagaimana memanfaatkan sosial media yang baik untuk marketing produk agar dapat menarik minat calon pembeli;Kabar Insan Oke 
Balai Diklat Industri (BDI) Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk bulan Juli yg lalu, predikat “Employee of the Month BDI Denpasar Juli 2021” diberikan kepada Bapak Muhammad Iman Handoko Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Segenap keluarga besar Balai Diklat Industri Denpasar mengucapkan Selamat Ulang Tahun untuk Bapak Menteri Perindustrian RI Agus Gumiwang Kartasasmita Semoga Bapak senantiasa selalu diberikan kesehatan, keberkahan, keselamatan, serta kebahagiaan;Kabar Insan Oke 
Bahasa Inggris saat ini menjadi hal yang penting apabila kita ingin mengembangkan usaha dan menjalin relasi yang lebih luas hingga ke mancanegara Banyak orang yang berkata bahwa “Practice makes perfect”, dimana dengan sering latihan berbicara, maka kemampuan bahasa Inggris kita pun dapat meningkat Dalam rangka meningkatkan kompetensi para pegawai, BDI Denpasar membuat English Club dimana para anggota diajak untuk membahas sebuah tema tertentu dan mengemukakan pendapat mereka tentang tema tersebut Harapannya para peserta dapat lebih berani dalam berkomunikasi serta meningkatkan skill mereka dalam menggunakan bahasa Inggris, baik untuk mendukung pekerjaan maupun kehidupan bersosial yang lebih luas Dalam pertemuan pertamanya, temanya yaitu “Dream Place” Hmm  Mimin lagi nebak nebak nih, kira kira “dream place” para sobat kreatif semua apa ya  Jadi penasaran Hehe;Kabar Insan Oke 
Keluarga besar Balai Diklat Industri Denpasar mengucapkan Selamat Tahun Baru Hijriah 1 Muharram 1443 H Semoga kita semua selalu diberikan keberkahan, kesehatan, kebahagiaan dan kedamaian, serta dapat menjadi momentum bagi kita semua untuk menjadi lebih baik Selamat Tahun Baru Hijriah 1 Muharram 1443 H;Kabar Insan Oke 
Workshop “Membuat Sign Board Laser Cut” kembali dibuka Workshop ini rencananya akan diselenggarakan secara offline (tatap muka) selama 2 (dua) hari, 15 16 November 2021 bertempat di BIKIN Makerspace, BDI Denpasar Workshop ini GRATIS dan KUOTA TERBATAS! Bagi sobat sobat kreatif yang tertarik, bisa langsung mendaftarkan diri di  ;Teaching Factory
Pre Conference Indonesia Partner Country Jumat, 9 April 2021 pukul 1000 – 1100 WIB Via: Live Stream Youtube Kementerian Perindustrian RI;Kabar Insan Oke 
Selamat memperingati Maulid Nabi Muhammad SAW, 12 Rabi’ul Awwal 1443 H Dengan perayaan Maulid Nabi, mari meneladani akhlak Rasulullah dalam kehidupan sehari hari;Kabar Insan Oke 
Keluarga besar Balai Diklat Industri Denpasar mengucapkan turut berduka cita atas musibah erupsi Gunung Semeru Doa terbaik untuk Saudara Saudara kita yang berada di wilayah terdampak erupsi dan semoga proses evakuasi dapat berjalan dengan lancar;Kabar Insan Oke 
, sobat kreatif Kali ini Diklat 3 in 1 dibuka di Tegal, Yogyakarta dan Makassar Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang tercantum Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati Sampai jumpa di Tegal, Yogyakarta, dan Makassar;Diklat 3 in 1
Roadshow Gerakan Nasional 1000 Startup Digital kembali hadir berkolaborasi dengan BDI Denpasar, Startup, serta Komunitas di Bali Bersama narasumber inspiratif, kamu diajak menemukan solusi solusi baru untuk membangun Startup Digital Indonesia Ikuti tahapan tahapan program dari #1000StartupDigital ini agar kamu bisa berjejaring, dan belajar banyak mengenai Startup Digital Ayo daftarkan dirimu sekarang Jumat, 10 September 2021 1400 WITA Via Zoom;Agenda
Pada Selasa (31/8), Kepala Balai Diklat Industri (BDI) Denpasar Ibu Zya Labiba menutup kegiatan Diklat 3in1 Aset 3 Dimensi Angkatan  IV di Kota Pontianak Kegiatan diklat tersebut telah dilaksanakan dari tanggal 27 Juli sd 31 Agustus 2021 yang diikuti oleh 25 orang peserta dan bekerjasama dengan Spektrumedia Harapannya dengan diklat ini, para peserta dapat meningkatkan kemampuan mereka dalam bidang pembuatan aset 3 dimensi;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Semarang, Surakarta, Yogyakarta dan Makassar ? Simak postingan ini ya  Informasi jadwal dan pendaftaran diklat langsung melalui website BDI Denpasar Sampai jumpa di Semarang, Surakarta, Yogyakarta dan Makassar ya sobat kreatif  ;Kabar Insan Oke 
Menyambut awal tahun 2022, Balai Diklat Industri (BDI) Denpasar mengadakan rapat koordinasi pegawai pada awal TA 2022 Pada kegiatan tersebut, masing masing koordinator kegiatan dan Kepala Subbagian Tata Usaha menyampaikan rencana rencana program kegiatan yang akan dijalankan pada TA 2022 Selain itu, juga terdapat pemaparan inovasi dari 2 (dua) orang CPNS BDI Denpasar sebagai hasil dari Pelatihan Dasar (Latsar) CPNS Pada kesempatan ini, Kepala BDI Denpasar Ibu Zya Labiba menyampaikan pohon harapan yang telah ditulis oleh para pegawai, serta target target apa saja yang harus dicapai oleh BDI Denpasar pada tahun 2022 Harapannya dengan adanya kegiatan ini, kegiatan kegiatan yang akan dijalankan di BDI Denpasar dapat berjalan dengan lancar dan dapat menjalankan pelayanan publik secara optimal Totalitas Tanpa Batas, Melayani dengan Hati!;Kabar Insan Oke 
Bangsa yang besar adalah bangsa yang menghargai jasa para pahlawannya Cara terbaik untuk membalas jasa pahlawan adalah meneruskan perjuangan dengan menjaga persatuan dan keutuhan bangsa  Selamat Hari Pahlawan 10 November 2021 ;Kabar Insan Oke 
Sabtu lalu (11/12), Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati berkolaborasi dengan Indigospace Denpasar dan Startup Innovate Bali menyelenggarakan Workshop Akselerasi Bisnis “WEGROW Acceleration Program” Kegiatan ini dibuka langsung oleh Portfolio Director MDI Ventures , Dr Sandhy Widyasthana, PMP, Menghadirkan berbagai narasumber profesional, seperti: Amiyandra Suratman dari MDI, dan I Gusti Sujati Agus Andiyasa dari Bursa Efek Indonesia, kegiatan ini diikuti oleh para start up dan yang/sudah melewati tahap inkubasi Tujuan kegiatan ini untuk membagikan informasi seputar fundraising kepada para startup startup lokal agar mampu mengembangkan produknya;Kabar Insan Oke 
Selamat memperingati Hari Kesaktian Pancasila, 1 Oktober 2021 Meski berasal dari latar belakang yang berbeda beda, tetapi tetap bersatu untuk Indonesia tangguh Jaga kebhinekaan, jaga kerukunan, saling menghargai dan menghormati;Kabar Insan Oke 
Pada Sabtu (18/12), Balai Diklat Industri (BDI) Denpasar berkesempatan untuk menerima kunjungan dari Dewan Komisaris PT Telkom Indonesia Dalam kunjungan kali ini, Dewan Komisaris Telkom Bapak Marcelino Pandin beserta GM Witel Denpasar beserta jajaran disambut oleh Kepala BDI Denpasar Ibu Zya Labiba beserta tim dari Inkubasi Bisnis Tohpati Kunjungan tersebut dilaksanakan dalam rangka untuk meninjau perkembangan kerjasama antara Telkom dengan BDI Denpasar melalui IndigoSpace Denpasar Diharapkan dengan adanya kunjungan ini, sinergitas antara BDI Denpasar dan IndigoSpace Denpasar dapat meningkat ke depannya;Kabar Insan Oke 
